manuscript_type,novel_biologging,other_data,biologging_fair,other_fair,authors,title,source,year,volume,issue,doi,pub_type,id
,,,,,"Cooper, SM; Perotto-Baldivieso, HL; Owens, MK; Meek, MG; Figueroa-Pagan, M",Distribution and interaction of white-tailed deer and cattle in a semi-arid grazing system,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2008,127,1-2,10.1016/j.agee.2008.03.004,J,cooper2008
,,,,,"Owen-Smith, N",Daily movement responses by African savanna ungulates as an indicator of seasonal and annual food stress,WILDLIFE RESEARCH,2013,40,3,10.1071/WR13024,J,owensmith2013a
,,,,,"Mohammadi, A; Kaboli, M; Sazatornil, V; Lopez-Bao, JV",Anthropogenic food resources sustain wolves in conflict scenarios of Western Iran,PLOS ONE,2019,14,6,10.1371/journal.pone.0218345,J,mohammadi2019
,,,,,"Shafer, ABA; Northrup, JM; White, KS; Boyce, MS; Cote, SD; Coltman, DW",Habitat selection predicts genetic relatedness in an alpine ungulate,ECOLOGY,2012,93,6,NA,J,shafer2012
,,,,,"Stidsholt, L; Johnson, M; Beedholm, K; Jakobsen, L; Kugler, K; Brinklov, S; Salles, A; Moss, CF; Madsen, PT",A 2.6-g sound and movement tag for studying the acoustic scene and kinematics of echolocating bats,METHODS IN ECOLOGY AND EVOLUTION,2019,10,1,10.1111/2041-210X.13108,J,stidsholt2019
,,,,,"McKeown, B; Walton, Z; Willebrand, T",Does recursive use of resource locations shape a home range? Exploring the red fox's cognitive map,WILDLIFE BIOLOGY,2020,2020,1,10.2981/wlb.00602,J,mckeown2020
,,,,,"Hagihara, R; Jones, RE; Grech, A; Lanyon, JM; Sheppard, JK; Marsh, H",Improving population estimates by quantifying diving and surfacing patterns: A dugong example,MARINE MAMMAL SCIENCE,2014,30,1,10.1111/mms.12041,J,hagihara2014
,,,,,"Wakefield, ED; Phillips, RA; Trathan, PN; Arata, J; Gales, R; Huin, N; Robertson, G; Waugh, SM; Weimerskirch, H; Matthiopoulos, J","Habitat preference, accessibility, and competition limit the global distribution of breeding Black-browed Albatrosses",ECOLOGICAL MONOGRAPHS,2011,81,1,10.1890/09-0763.1,J,wakefield2011
,,,,,"Wilson, RP; Quintana, F; Hobson, VJ",Construction of energy landscapes can clarify the movement and distribution of foraging animals,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2012,279,1730,10.1098/rspb.2011.1544,J,wilson2012a
,,,,,"Fraser, KC; Davies, KTA; Davy, CM; Ford, AT; Flockhart, DTT; Martins, EG",Tracking the Conservation Promise of Movement Ecology,FRONTIERS IN ECOLOGY AND EVOLUTION,2018,6,NA,10.3389/fevo.2018.00150,J,fraser2018
,,,,,"Van Walsum, TA; Perna, A; Bishop, CM; Murn, CP; Collins, PM; Wilson, RP; Halsey, LG","Exploring the relationship between flapping behaviour and accelerometer signal during ascending flight, and a new approach to calibration",IBIS,2020,162,1,10.1111/ibi.12710,J,vanwalsum2020
,,,,,"Foguekem, D; Tchamba, MN; LeBreton, M; Ngassam, P; Loomis, M","Changes in elephant movement and home ranges in the Waza region, Cameroon",SCIENTIFIC RESEARCH AND ESSAYS,2009,4,12,NA,J,foguekem2009
,,,,,"Mennill, DJ; Doucet, SM; Ward, KAA; Maynard, DF; Otis, B; Burt, JM",A novel digital telemetry system for tracking wild animals: a field test for studying mate choice in a lekking tropical bird,METHODS IN ECOLOGY AND EVOLUTION,2012,3,4,10.1111/j.2041-210X.2012.00206.x,J,mennill2012
,,,,,"Poulopoulou, J; Lambertz, C; Gauly, M",Are automated sensors a reliable tool to estimate behavioural activities in grazing beef cattle?,APPLIED ANIMAL BEHAVIOUR SCIENCE,2019,216,NA,10.1016/j.applanim.2019.04.009,J,poulopoulou2019
,,,,,"Geschke, K; Chilvers, BL",Managing big boys: a case study on remote anaesthesia and satellite tracking of adult male New Zealand sea lions (Phocarctos hookeri),WILDLIFE RESEARCH,2009,36,8,10.1071/WR09133,J,geschke2009
,,,,,"Obermoller, TR; DelGiudice, GD; Severud, WJ",Assessing Expandable Global Positioning System Collars for Moose Neonates,WILDLIFE SOCIETY BULLETIN,2018,42,2,10.1002/wsb.878,J,obermoller2018
,,,,,"Basson, M; Bravington, MV; Hartog, JR; Patterson, TA",Experimentally derived likelihoods for light-based geolocation,METHODS IN ECOLOGY AND EVOLUTION,2016,7,8,10.1111/2041-210X.12555,J,basson2016
,,,,,"Hawley, KL; Rosten, CM; Haugen, TO; Christensen, G; Lucas, MC","Freezer on, lights off! Environmental effects on activity rhythms of fish in the Arctic",BIOLOGY LETTERS,2017,13,12,10.1098/rsbl.2017.0575,J,hawley2017
,,,,,"Gleiss, AC; Jorgensen, SJ; Liebsch, N; Sala, JE; Norman, B; Hays, GC; Quintana, F; Grundy, E; Campagna, C; Trites, AW; Block, BA; Wilson, RP",Convergent evolution in locomotory patterns of flying and swimming animals,"NATURE COMMUNICATIONS",2011,2,NA,10.1038/ncomms1350,J,gleiss2011a
,,,,,"Takahashi, M; Tobey, JR; Pisacane, CB; Andrus, CH",Evaluating the Utility of an Accelerometer and Urinary Hormone Analysis as Indicators of Estrus in a Zoo-housed Koala (Phascolarctos cinereus),ZOO BIOLOGY,2009,28,1,10.1002/zoo.20212,J,takahashi2009
,,,,,"Umstatter, C; Morgan-Davies, J; Waterhouse, T",Cattle Responses to a Type of Virtual Fence,RANGELAND ECOLOGY & MANAGEMENT,2015,68,1,10.1016/j.rama.2014.12.004,J,umstatter2015
,,,,,"Cheleuitte-Nieves, C; Perotto-Baldivieso, HL; Wu, XB; Cooper, SM",Environmental and landscape influences on the spatial and temporal distribution of a cattle herd in a South Texas rangeland,ECOLOGICAL PROCESSES,2020,9,1,10.1186/s13717-020-00245-6,J,cheleuittenieves2020
,,,,,"Willis, J; Phillips, J; Muheim, R; Diego-Rasilla, FJ; Hobday, AJ",Spike dives of juvenile southern bluefin tuna (Thunnus maccoyii): a navigational role?,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2009,64,1,10.1007/s00265-009-0818-2,J,willis2009
,,,,,"Manco, F; Lang, SDJ; Trathan, PN",Predicting foraging dive outcomes in chinstrap penguins using biologging and animal-borne cameras,BEHAVIORAL ECOLOGY,2022,33,5,10.1093/beheco/arac066,J,manco2022
,,,,,"Pettorelli, N; Buhne, HST; Tulloch, A; Dubois, G; Macinnis-Ng, C; Queiros, AM; Keith, DA; Wegmann, M; Schrodt, F; Stellmes, M; Sonnenschein, R; Geller, GN; Roy, S; Somers, B; Murray, N; Bland, L; Geijzendorffer, I; Kerr, JT; Broszeit, S; Leitao, PJ; Duncan, C; El Serafy, G; He, KS; Blanchard, JL; Lucas, R; Mairota, P; Webb, TJ; Nicholson, E","Satellite remote sensing of ecosystem functions: opportunities, challenges and way forward",REMOTE SENSING IN ECOLOGY AND CONSERVATION,2018,4,2,10.1002/rse2.59,J,pettorelli2018
,,,,,"Stoner, DC; Messmer, TA; Larsen, RT; Frey, SN; Kohl, MT; Thacker, ET; Dahlgren, DK",Using satellite-derived estimates of plant phenological rhythms to predict sage-grouse nesting chronology,ECOLOGY AND EVOLUTION,2020,10,20,10.1002/ece3.6758,J,stoner2020
,,,,,"He, K; Qing, J; Zhang, ZJ; Yang, B; Zhang, K; Huang, F; Yang, ZS; Dai, Q; Gu, XD; Yang, XY; Huang, Y; Li, DS; Zhang, HM","Assessing the reproductive status of a breeding, translocated female giant panda using data from GPS collar",FOLIA ZOOLOGICA,2018,67,1,10.25225/fozo.v67.i1.a5.2018,J,he2018a
,,,,,"Hammerschlag, N; Bell, I; Fitzpatrick, R; Gallagher, AJ; Hawkes, LA; Meekan, MG; Stevens, JD; Thums, M; Witt, MJ; Barnett, A",Behavioral evidence suggests facultative scavenging by a marine apex predator during a food pulse,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2016,70,10,10.1007/s00265-016-2183-2,J,hammerschlag2016
,,,,,"Noda, T; Okuyama, J; Koizumi, T; Arai, N; Kobayashi, M",Monitoring attitude and dynamic acceleration of free-moving aquatic animals using a gyroscope,AQUATIC BIOLOGY,2012,16,3,10.3354/ab00448,J,noda2012
,,,,,"Poulin, MP; Clermont, J; Berteaux, D",Extensive daily movement rates measured in territorial arctic foxes,ECOLOGY AND EVOLUTION,2021,11,6,10.1002/ece3.7165,J,poulin2021
,,,,,"Dunford, CE; Marks, NJ; Wilmers, CC; Bryce, CM; Nickel, B; Wolfe, LL; Scantlebury, DM; Williams, TM",Surviving in steep terrain: a lab-to-field assessment of locomotor costs for wild mountain lions (Puma concolor),MOVEMENT ECOLOGY,2020,8,1,10.1186/s40462-020-00215-9,J,dunford2020
,,,,,"McLoughlin, PD; Cluff, HD; Gau, RJ; Mulders, R; Case, RL; Messier, F",Population delineation of barren-ground grizzly bears in the central Canadian Arctic,WILDLIFE SOCIETY BULLETIN,2002,30,3,NA,J,mcloughlin2002
,,,,,"Branco-Nunes, I; Veras, D; Oliveira, P; Hazin, F","Vertical movements of the southern stingray, Dasyatis americana (Hildebrand & Schroeder, 1928) in the Biological Reserve of the Rocas Atoll, Brazil",LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,2016,44,2,10.3856/vol44-issue2-fulltext-3,J,branconunes2016
,,,,,"Chivers, LS; Hatch, SA; Elliott, KH",Accelerometry reveals an impact of short-term tagging on seabird activity budgets,CONDOR,2016,118,1,10.1650/CONDOR-15-66.1,J,chivers2016
,,,,,"Cole, EF; Long, PR; Zelazowski, P; Szulkin, M; Sheldon, BC",Predicting bird phenology from space: satellite-derived vegetation green-up signal uncovers spatial variation in phenological synchrony between birds and their environment,ECOLOGY AND EVOLUTION,2015,5,21,10.1002/ece3.1745,J,cole2015
,,,,,"Hays, GC; Bailey, H; Bograd, SJ; Bowen, WD; Campagna, C; Carmichael, RH; Casale, P; Chiaradia, A; Costa, DP; Cuevas, E; de Bruyn, PJN; Dias, MP; Duarte, CM; Dunn, DC; Dutton, PH; Esteban, N; Friedlaender, A; Goetz, KT; Godley, BJ; Halpin, PN; Hamann, M; Hammerschlag, N; Harcourt, R; Harrison, AL; Hazen, EL; Heupel, MR; Hoyt, E; Humphries, NE; Kot, CY; Lea, JSE; Marsh, H; Maxwell, SM; McMahon, CR; di Sciara, GN; Palacios, DM; Phillips, RA; Righton, D; Schofield, G; Seminoff, JA; Simpfendorfer, CA; Sims, DW; Takahashi, A; Tetley, MJ; Thums, M; Trathan, PN; Villegas-Amtmann, S; Wells, RS; Whiting, SD; Wildermann, NE; Msequeira, AMM",Translating Marine Animal Tracking Data into Conservation Policy and Management,TRENDS IN ECOLOGY & EVOLUTION,2019,34,5,10.1016/j.tree.2019.01.009,J,hays2019
,,,,,"Arnall, B; Rotar, V; Pitsillides, K; Sosa, M; Garg, V; Callahan, MF","A new biotelemetry system to monitor true volumetric blood flow, blood pressure and temperature in small animals: Preliminary test data in rats",FASEB JOURNAL,2017,31,NA,NA,J,arnall2017
,,,,,"Senko, J; Koch, V; Megill, WM; Carthy, RR; Templeton, RP; Nichols, WJ","Fine scale daily movements and habitat use of East Pacific green turtles at a shallow coastal lagoon in Baja California Sur, Mexico",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2010,391,1-2,10.1016/j.jembe.2010.06.017,J,senko2010
,,,,,"Wright, JR; Johnson, JA; Bayne, E; Powell, LL; Foss, CR; Kennedy, JC; Marra, PP",Migratory connectivity and annual cycle phenology of Rusty Blackbirds (Euphagus carolinus) revealed through archival GPS tags,AVIAN CONSERVATION AND ECOLOGY,2021,16,1,10.5751/ACE-01871-160120,J,wright2021b
,,,,,"Evans, TJ; Young, RC; Watson, H; Olsson, O; Akesson, S","Effects of back-mounted biologgers on condition, diving and flight performance in a breeding seabird",JOURNAL OF AVIAN BIOLOGY,2020,51,11,10.1111/jav.02509,J,evans2020a
,,,,,"Catry, P; Senhoury, C; Sidina, E; El Bar, N; Bilal, AS; Ventura, F; Godley, BJ; Pires, AJ; Regalla, A; Patricio, AR","Satellite tracking and field assessment highlight major foraging site for green turtles in the Banc d'Arguin, Mauritania",BIOLOGICAL CONSERVATION,2023,277,NA,10.1016/j.biocon.2022.109823,J,catry2023
,,,,,"Gaidet, N; Cappelle, J; Takekawa, JY; Iverson, SA; Perry, WM; Douglas, DC; Prosser, DJ; Mundkur, T; Newman, SH",Potential Spread of Highly Pathogenic Avian Influenza H5N1 by Wildfowl: Dispersal Ranges and Rates Determined from Large-scale Satellite Telemetry,ECOHEALTH,2011,7,NA,NA,J,gaidet2011
,,,,,"Boughton, RK; Allen, BL; Tillman, EA; Wisely, SM; Engeman, RM",Road hogs: Implications from GPS collared feral swine in pastureland habitat on the general utility of road-based observation techniques for assessing abundance,ECOLOGICAL INDICATORS,2019,99,NA,10.1016/j.ecolind.2018.12.022,J,boughton2019
,,,,,"Backman, J; Andersson, A; Pedersen, L; Sjoberg, S; Tottrup, AP; Alerstam, T",Actogram analysis of free-flying migratory birds: new perspectives based on acceleration logging,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2017,203,6-7,10.1007/s00359-017-1165-9,J,backman2017a
,,,,,"Sveegaard, S; Teilmann, J; Berggren, P; Mouritsen, KN; Gillespie, D; Tougaard, J",Acoustic surveys confirm the high-density areas of harbour porpoises found by satellite tracking,ICES JOURNAL OF MARINE SCIENCE,2011,68,5,10.1093/icesjms/fsr025,J,sveegaard2011a
,,,,,"Brost, BM; Hooten, MB; Small, RJ",Model-based clustering reveals patterns in central place use of a marine top predator,ECOSPHERE,2020,11,6,10.1002/ecs2.3123,J,brost2020
,,,,,"Gaylord, AJ; Sanchez, DM; Van Sickle, J",Choosing Sampling Interval Durations for Remotely Classifying Rocky Mountain Elk Behavior,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,2016,7,1,10.3996/042015-JFWM-034,J,gaylord2016
,,,,,"Lalleroni, A; Quenette, PY; Daufresne, T; Pellerin, M; Baltzinger, C",Exploring the potential of brown bear (Ursus arctos arctos) as a long-distance seed disperser: a pilot study in South-Western Europe,MAMMALIA,2017,81,1,10.1515/mammalia-2015-0092,J,lalleroni2017
,,,,,"Kinney, MJ; Kacev, D; Sippel, T; Dewar, H; Eguchi, T",Common thresher shark Alopias vulpinus movement: Bayesian inference on a data-limited species,MARINE ECOLOGY PROGRESS SERIES,2020,639,NA,10.3354/meps13271,J,kinney2020
,,,,,"Gennari, E; Cowley, PD; Johnson, RL",Performance and reliability of active acoustic biotelemetry to best track marine pelagic species in temperate coastal waters,MARINE BIOLOGY,2018,165,8,10.1007/s00227-018-3384-1,J,gennari2018
,,,,,"Attias, N; Gurarie, E; Fagan, WF; Mourao, G",Ecology and social biology of the southern three-banded armadillo (Tolypeutes matacus; Cingulata: Chlamyphoridae),JOURNAL OF MAMMALOGY,2020,101,6,10.1093/jmammal/gyaa117,J,attias2020
,,,,,"Nilsson, L; Olsson, C; Elmberg, J; Bunnefeld, N; Liljeback, N; Mansson, J",Leapfrog migration and residents: New migratory habits in Swedish Greylag geese,ECOLOGY AND EVOLUTION,2022,12,3,10.1002/ece3.8740,J,nilsson2022
,,,,,"Otway, NM; Ellis, MT",Pop-up archival satellite tagging of Carcharias taurus: movements and depth/temperature-related use of south-eastern Australian waters,MARINE AND FRESHWATER RESEARCH,2011,62,6,10.1071/MF10139,J,otway2011
,,,,,"Sjoberg, M; McConnell, B; Fedak, M",Haulout patterns of grey seals Halichoerus grypus in the Baltic Sea,WILDLIFE BIOLOGY,1999,5,1,NA,J,sjoberg1999
,,,,,"Pirotta, E; Katzner, T; Miller, TA; Duerr, AE; Braham, MA; New, L",State-space modelling of the flight behaviour of a soaring bird provides new insights to migratory strategies,FUNCTIONAL ECOLOGY,2018,32,9,10.1111/1365-2435.13180,J,pirotta2018a
,,,,,"Battaile, BC; Sakamoto, KQ; Nordstrom, CA; Rosen, DAS; Trites, AW",Accelerometers Identify New Behaviors and Show Little Difference in the Activity Budgets of Lactating Northern Fur Seals (Callorhinus ursinus) between Breeding Islands and Foraging Habitats in the Eastern Bering Sea,PLOS ONE,2015,10,3,10.1371/journal.pone.0118761,J,battaile2015a
,,,,,"Koper, N; Manseau, M",Generalized estimating equations and generalized linear mixed-effects models for modelling resource selection,JOURNAL OF APPLIED ECOLOGY,2009,46,3,10.1111/j.1365-2664.2009.01642.x,J,koper2009
,,,,,"Papastamatiou, YP; Mourier, J; TinHan, T; Luongo, S; Hosoki, S; Santana-Morales, O; Hoyos-Padilla, M",Social dynamics and individual hunting tactics of white sharks revealed by biologging,BIOLOGY LETTERS,2022,18,3,10.1098/rsbl.2021.0599,J,papastamatiou2022a
,,,,,"Pereniguez, JM; Alos, J; Aspillaga, E; Rojo, I; Calo, A; Hackradt, C; Hernandez-Andreu, R; Mourre, B; Garcia-Charton, JA",Intense scuba diving does not alter activity patterns of predatory reef fish: Evidence from a protected tourism hotspot,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2023,344,NA,10.1016/j.jenvman.2023.118491,J,pereniguez2023
,,,,,"Guy, AJ; Stone, OML; Curnoe, D","Animal welfare considerations in primate rehabilitation: an assessment of three vervet monkey (Chlorocebus aethiops) releases in KwaZulu-Natal, South Africa",ANIMAL WELFARE,2012,21,4,10.7120/09627286.21.4.511,J,guy2012a
,,,,,"Tobin, CT; Bailey, DW; Stephenson, MB; Trotter, MG",Temporal Changes in Association Patterns of Cattle Grazing at Two Stocking Densities in a Central Arizona Rangeland,ANIMALS,2021,11,9,10.3390/ani11092635,J,tobin2021a
,,,,,"Gaydos, JK; Vilchis, LI; Lance, MM; Jeffries, SJ; Thomas, A; Greenwood, V; Harner, P; Ziccardi, MH",Postrelease movement of rehabilitated harbor seal (Phoca vitulina richardii) pups compared with cohort-matched wild seal pups,MARINE MAMMAL SCIENCE,2013,29,3,10.1111/mms.12002,J,gaydos2013
,,,,,"Miller, LJ; Andrews, J; Anderson, M",Validating methods to determine walking rates of elephants within a zoological institution,ANIMAL WELFARE,2012,21,4,10.7120/09627286.21.4.577,J,miller2012
,,,,,"Coetzee, JF",A review of pain assessment techniques and pharmacological approaches to pain relief after bovine castration: Practical implications for cattle production within the United States,APPLIED ANIMAL BEHAVIOUR SCIENCE,2011,135,3,10.1016/j.applanim.2011.10.016,J,coetzee2011
,,,,,"Henriquez, MC; Amann, A; Zimmerman, D; Sanchez, C; Murray, S; McCann, C; Tesfaye, T; Swedell, L","Home range, sleeping site use, and band fissioning in hamadryas baboons: Improved estimates using GPS collars",AMERICAN JOURNAL OF PRIMATOLOGY,2021,83,5,10.1002/ajp.23248,J,henriquez2021
,,,,,"Evangeliou, N; Balkanski, Y; Eckhardt, S; Cozic, A; Van Damme, M; Coheur, PF; Clarisse, L; Shephard, MW; Cady-Pereira, KE; Hauglustaine, D",10-year satellite-constrained fluxes of ammonia improve performance of chemistry transport models,ATMOSPHERIC CHEMISTRY AND PHYSICS,2021,21,6,10.5194/acp-21-4431-2021,J,evangeliou2021
,,,,,"Shiomi, K; Yoda, K; Katsumata, N; Sato, K",Temporal tuning of homeward flights in seabirds,ANIMAL BEHAVIOUR,2012,83,2,10.1016/j.anbehav.2011.11.010,J,shiomi2012b
,,,,,"Weingarth, K; Heibl, C; Knauer, F; Zimmermann, F; Bufka, L; Heurich, M",First estimation of Eurasian lynx (Lynx lynx) abundance and density using digital cameras and capture-recapture techniques in a German national park,ANIMAL BIODIVERSITY AND CONSERVATION,2012,35,2,NA,J,weingarth2012
,,,,,"Modest, M; Irvine, L; Andrews-Goff, V; Gough, W; Johnston, D; Nowacek, D; Pallin, L; Read, A; Moore, RT; Friedlaender, A",First description of migratory behavior of humpback whales from an Antarctic feeding ground to a tropical calving ground,ANIMAL BIOTELEMETRY,2021,9,1,10.1186/s40317-021-00266-8,J,modest2021
,,,,,"Weilenmann, M; Gusset, M; Mills, DR; Gabanapelo, T; Schiess-Meier, M",Is translocation of stock-raiding leopards into a protected area with resident conspecifics an effective management tool?,WILDLIFE RESEARCH,2010,37,8,10.1071/WR10013,J,weilenmann2010
